Z-SCORE,Asset liability ratio,Current ratio,Cash ratio,EBITDA/interest bearing debt,ROA,ROE,Gross profit margin on sales,Net business cycle (days),Turnover rate of accounts receivable (Times),Inventory turnover rate (Times),Stock Volatility,Debt financing costs,Share pledge ratio of controlling shareholders,P/E ratio,P/B ratio,Stock price rise and fall in the last year,"Company nature (state owned assets 0, others 1)",Cluster,Risk Level
2.258838965,0.505901,0.022025,0.722096194,0.249811409,0.051348,0.070085,0.253367,111.4378,3.959,3.9684,31.64327655,0.013531557,0.396542308,18.35308776,1.286749664,-0.114906505,1,2,Low Risk
5.902358555,0.281883,0.018971,0.275242708,1.138155441,0.07291,0.075579,0.194577,105.7301,3.6717,7.6797,45.95392808,0.033698449,0.636292857,35.66972851,2.825079276,0.714040171,1,2,Low Risk
2.719188417,0.557854,0.017188,0.428391782,0.115264113,0.034128,0.054179,0.32603,298.9303,1.7909,1.7203,42.52245606,-0.006417151,0.31998284,66.49721605,3.536379688,-0.394512575,1,2,Low Risk
0.402458621,0.915508,0.007873,0.119565405,0.005874133,-0.00681,0.033245,0.356639,123.357,3.2888,1.8553,51.22404152,0.007977338,0.67499331,465.9527129,13.78020996,0.066650204,1,2,Low Risk
1.310516372,0.562833,0.00789,0.495091591,0.362688849,0.079134,0.118064,0.250943,-44.9692,8.4284,14.0115,17.78341208,0.021003605,0.325208439,11.50857567,1.500352441,0.080871854,0,2,Low Risk
0.79301753,0.922026,0.010784,0.90045632,0.046878866,0.018037,0.17318,0.062687,39.1724,4.1729,46.5952,62.90331339,0.013183546,0.0,40.40072752,6.745961298,-0.371873585,0,2,Low Risk
2.116427387,0.505721,0.013301,0.822908132,0.505376843,0.101159,0.175597,0.408733,-41.3085,27.7125,15.3795,45.74887889,0.02066655,0.532675042,9.441096257,1.512649027,0.512843033,0,2,Low Risk
2.810832629,0.453902,0.012336,0.446824357,0.320985701,0.058916,0.080053,0.268411,120.9045,3.3671,4.2071,65.92321537,0.037380999,0.395168717,34.64013652,2.769186824,0.337793098,1,2,Low Risk
5.26107241,0.349827,0.018235,0.181637242,0.0,0.165774,0.275315,0.240096,-25.3428,48.2249,10.4216,55.42793841,0.003117096,0.498547457,11.82240949,3.028942384,0.342680456,0,2,Low Risk
1.190259315,0.735893,0.022008,0.493209351,0.085295133,0.04675,0.108451,0.281707,1541.6604,209.9118,0.2263,24.59070235,0.016289936,0.614985166,13.51306279,1.447044142,0.240440401,0,2,Low Risk
3.688847455,0.391448,0.020611,0.272911972,0.460989208,0.083427,0.094374,0.206061,112.8907,6.5951,4.4215,22.19988423,0.024402946,0.428367601,23.27274423,2.132865563,-0.180818263,1,2,Low Risk
3.028573589,0.505574,0.013105,0.267919649,0.722350544,0.094477,0.173337,0.351194,138.3,7.7275,2.596,27.20259906,0.004730496,0.783534312,21.59962885,3.566392029,-0.322924412,1,2,Low Risk
10.13529033,0.187528,0.023481,0.548356107,0.83381221,0.0351,0.039114,0.182263,146.1406,3.2752,2.4238,79.52664691,0.003358991,0.935150785,137.866326,9.232071739,1.041299204,0,2,Low Risk
1.94095104,0.390675,0.012819,0.702508805,0.380155967,0.060074,0.072712,0.117354,4.6178,9.6576,17.6866,10.9111362,0.023913821,0.0,16.75795703,1.217828553,0.012855123,0,2,Low Risk
2.365621614,0.409856,0.009371,0.262968964,-0.197330396,-0.068978,-0.124268,0.31338,167.7852,5.2499,1.8254,54.49101953,0.034321936,0.207122741,-18.35511022,2.135954436,-0.372085352,1,2,Low Risk
2.656476232,0.486266,0.014628,0.564888023,0.0,0.053068,0.082474,0.298702,116.4046,4.3614,2.5736,46.63735215,0.001407345,0.264814005,25.20342534,2.167408575,0.384344744,1,2,Low Risk
2.02903554,0.344844,0.0264,1.339986036,0.000806632,-0.043937,-0.070028,0.153857,24.5976,3.2155,489.9624,32.71405961,0.032489099,0.238098235,-16.67014247,1.094507461,-0.437681208,1,2,Low Risk
1.928136769,0.662523,0.012096,0.335925262,0.510681662,0.05707,0.139528,0.230932,139.7941,5.2968,2.0069,58.07370003,0.015580975,0.179143168,15.87281357,2.130949142,-0.122387574,1,2,Low Risk
2.645866817,0.551411,0.013196,0.352131832,0.154288054,0.045172,0.062661,0.075995,91.1986,6.987,5.1721,49.99190737,0.028519251,0.469829692,45.41974666,2.981626403,-0.410230967,0,2,Low Risk
1.877825404,0.596999,0.012996,0.847679829,0.140723787,0.026164,0.01767,0.234151,103.5495,3.5693,2.2855,97.28229511,0.025003474,0.448873052,330.4765261,8.9796882,1.279375914,0,2,Low Risk
6.445591448,0.500699,0.014059,0.312864956,0.391256076,0.061846,0.081807,0.243069,164.3009,2.6384,1.6263,40.78437939,0.005004354,0.623970341,170.4300079,9.365617793,0.178006311,0,2,Low Risk
0.544934388,0.796149,0.003686,0.082760349,0.461310695,0.052469,0.132859,0.142833,-1.2762,167.8263,3.7241,50.2418297,0.034543239,0.348849584,22.95931646,2.537492512,-0.029321557,1,2,Low Risk
1.631005503,0.779784,0.009005,0.144939855,0.141447842,0.015697,0.017108,0.090631,30.6671,5.0815,6.553,37.98671971,0.016034556,0.999700954,220.6751987,3.999547343,-0.39242555,1,2,Low Risk
3.865566385,0.529919,0.009208,0.337196308,0.353806176,0.130111,0.20585,0.33667,24.4195,8.1935,10.8222,26.11524533,0.03032243,0.607414852,27.54456281,5.574209955,-0.348461481,1,2,Low Risk
-0.388000627,0.92836,0.003405,0.174410736,-0.040826902,-0.050932,-0.859359,-0.017208,-9.3942,8.5768,2.9822,74.17875548,0.025122193,0.657182179,-3.191159018,2.360599651,0.410644097,1,2,Low Risk
1.035449799,0.661229,0.012423,0.17238727,0.220949164,0.026751,0.057931,0.165453,-23.5868,4.3949,3.9989,30.18176441,0.008968212,0.109178111,21.81359454,1.257911347,0.082027287,0,2,Low Risk
3.688801588,0.508686,0.014824,0.667158877,0.281881052,0.055795,0.095062,0.217641,134.707,3.023,4.1601,49.40178644,0.022119296,0.302067668,62.47684065,7.686710428,0.328890823,1,2,Low Risk
9.410541932,0.259656,0.023596,0.62731442,0.654420072,0.074221,0.083562,0.123814,41.864,7.0718,12.7304,73.8861193,0.012588183,0.473418651,68.110347,4.67318432,0.87878686,0,2,Low Risk
2.977331202,0.390971,0.018386,0.914255075,-1.170668856,-0.313336,-0.481902,0.266943,187.8723,1.7811,0.0,52.61447608,0.043764792,0.898982291,-6.156513027,2.310121295,0.492909028,1,2,Low Risk
2.666433693,0.383599,0.013178,0.293595907,0.378767864,0.037405,0.041152,0.24324,149.7234,2.7929,2.748,38.84284805,0.016194714,0.777636558,49.33205264,1.990430161,0.427458376,1,2,Low Risk
3.40246146,0.376318,0.016257,0.294804582,0.28388272,0.07162,0.06089,0.545357,350.0716,2.734,1.4499,24.66689072,0.030888845,0.85638005,48.05252029,2.885981238,-0.170166936,1,2,Low Risk
3.621991796,0.332865,0.013461,0.305660059,0.489888898,0.061111,0.073699,0.563863,163.8929,5.9058,2.2534,21.77358627,0.025887265,0.854686349,29.16913869,2.118318431,-0.233745639,1,2,Low Risk
2.094927409,0.527565,0.018511,0.696708624,0.243921119,0.073465,0.106563,0.240456,116.7812,2.1001,4.115,48.71845692,0.019475215,0.446517767,16.79592462,1.821136171,0.020712954,1,2,Low Risk
1.7295712,0.617198,0.010884,0.197510219,-0.264400168,-0.102945,-0.280221,0.141483,64.5113,3.7815,3.2485,61.56801419,0.008513862,0.548000243,-15.46296782,3.489909496,0.299029305,1,2,Low Risk
2.56772811,0.4913,0.015707,0.411915129,0.183577976,0.02951,0.008066,0.193657,182.2023,1.5174,2.3143,45.58243608,0.043726686,0.878600416,391.6603017,3.16505862,-0.13303438,0,2,Low Risk
2.543926946,0.467898,0.020223,0.522805169,-0.338763512,-0.056768,-0.125072,0.310012,247.8713,2.4469,1.3309,47.59640024,0.022873921,0.43228876,-16.56316054,1.89265355,-0.185214274,1,2,Low Risk
2.257952275,0.530094,0.015071,0.45364369,0.261967031,0.043657,0.070476,0.15952,109.2607,3.4141,6.9272,27.56451622,0.018227686,0.567968071,24.86705917,1.732587652,0.083546229,1,2,Low Risk
2.818429306,0.711911,0.009931,0.157192726,0.165049072,0.043453,0.067785,0.05523,63.3035,394.4818,4.2303,54.15688475,0.030488574,0.0,41.83472534,2.782356133,0.653014133,0,2,Low Risk
7.45945258,0.573541,0.011548,0.657610401,0.163206646,0.061392,0.099807,0.295966,124.0177,5.2198,2.4065,59.28486511,0.00603937,0.849873714,153.7047869,15.07573709,-0.40186497,1,2,Low Risk
2.088829383,0.448434,0.009933,0.341219954,0.395342129,0.056498,0.079133,0.223721,40.4988,18.6894,7.4262,33.38512611,0.025518477,0.461175822,19.61003049,1.514147602,0.67152748,0,2,Low Risk
5.352239813,0.439887,0.021707,0.512584792,0.474055999,0.088722,0.1158,0.205493,257.4438,3.2518,1.5643,51.02139179,0.019081459,0.572133169,41.48666764,4.434873142,-0.198300283,0,2,Low Risk
1.444209789,0.529761,0.012738,0.321788575,0.170154466,0.028273,0.022065,0.299637,71.1928,2.6219,6.3741,41.70284711,0.013120575,0.509736985,56.31645571,1.275887172,-0.478641717,1,2,Low Risk
1.980382121,0.634501,0.012038,0.169686925,0.257022177,0.095352,0.114078,0.269976,158.3679,2.637,4.8703,39.41914562,0.038249577,0.0,20.43928037,2.358907364,0.235455098,0,2,Low Risk
2.584196964,0.581237,0.013321,0.259788283,0.463114566,0.08734,0.148864,0.180465,52.0081,3.2854,5.0215,59.14187835,0.042785435,0.664526637,18.17553749,2.656365682,0.535104095,1,2,Low Risk
5.72170372,0.490847,0.009534,0.23108789,0.288510588,0.024979,0.028174,0.295528,86.7281,3.6865,2.8416,55.64808608,0.012865368,0.965805748,280.2741043,7.854429649,-0.422727242,1,2,Low Risk
4.186039362,0.320554,0.019353,0.418383195,0.434934055,0.086445,0.103366,0.079586,41.6764,19.958,12.168,41.93288182,0.004655032,0.647848902,12.11581679,1.388465893,-0.34358775,1,2,Low Risk
4.089575656,0.375107,0.016214,0.376937991,0.92860116,0.075644,0.091996,0.319649,114.9129,3.6515,5.0746,24.39109199,0.007995829,0.675899148,27.28915009,2.59161729,0.4310507,1,2,Low Risk
3.093101421,0.730441,0.012176,0.216097408,0.283962461,0.12334,0.27652,0.205031,136.5625,2.0709,14.7493,49.0438316,0.02008057,0.541721688,22.53720651,4.994488956,-0.326710817,1,2,Low Risk
2.155561775,0.558815,0.012268,0.617816553,0.12768969,0.050289,0.05852,0.247749,142.845,2.4178,4.354,34.30592013,0.024977662,0.603490984,56.73497582,3.218067376,-0.437182936,1,2,Low Risk
1.215017104,0.575791,0.022039,0.804640801,0.155496057,0.042623,0.088987,0.349299,1153.3515,3.5523,0.2412,40.34535885,0.018435275,0.5,30.897301,2.736390806,0.105648871,0,2,Low Risk
2.098957404,0.352923,0.017622,0.692770999,-0.319257403,-0.034924,-0.039461,0.294496,139.5031,1.7941,1.9962,33.56326753,-0.010590104,0.585603458,-29.20763163,1.143837075,-0.38712848,1,2,Low Risk
3.642250241,0.525125,0.013611,0.211072101,0.256253478,0.036185,0.069804,0.152785,126.8752,4.6978,4.4695,39.19472343,0.019213725,0.0,61.52019157,4.079303872,-0.090886392,1,2,Low Risk
4.180701791,0.41578,0.013181,0.24687841,0.290962247,0.053274,0.091193,0.324282,268.7491,9.7631,1.1173,81.1418273,0.008182976,0.238600378,51.51939074,4.131977768,-0.15638418,1,2,Low Risk
2.661728028,0.392913,0.015852,0.35529701,0.874943544,0.038409,0.035211,0.229383,152.4934,11.4849,1.4558,29.64136365,0.005436883,0.528217415,59.10466808,2.049536845,0.022113022,0,2,Low Risk
1.48640498,0.569464,0.009653,0.219365311,0.189180105,0.045931,0.063564,0.150232,11.5106,7.6569,6.9463,33.34961837,0.028443139,0.499638358,20.4485564,1.287835669,0.223977475,0,2,Low Risk
1.917034395,0.446245,0.019696,0.58375647,0.419045288,0.04583,0.074684,0.370341,17.4616,1.1769,50.0819,33.19878841,-0.012922315,0.0,11.91569534,0.902410275,-0.095412948,0,2,Low Risk
2.434440714,0.525594,0.012415,0.480032163,0.30405288,0.056668,0.072087,0.386263,99.1288,3.2986,3.1335,58.21364702,0.01721597,0.45532601,62.62700617,4.492054352,-0.462409606,1,2,Low Risk
1.94230925,0.518268,0.01542,0.341778075,0.256204302,0.041769,0.067139,0.371233,110.701,4.5924,2.6703,29.20031301,0.011407029,0.633292633,18.35275337,1.236831284,-0.334987879,1,2,Low Risk
5.874260926,0.340674,0.019062,0.303185441,0.0,0.100789,0.135974,0.259681,42.464,3.0328,6.6448,26.76527361,0.023954871,0.552999246,36.34037114,3.927642456,0.053066551,1,2,Low Risk
4.331763168,0.68394,0.013512,0.251144944,0.460150238,0.074727,0.167723,0.086788,42.2414,3.1448,9.4,78.0155855,0.011504523,0.0,49.60988107,8.084003718,0.773076923,1,2,Low Risk
1.151483043,0.665051,0.009828,0.078933311,0.122121806,0.027124,0.040522,0.187221,123.3278,3.2733,2.7847,26.53299942,0.017631302,0.289368246,38.95058795,1.556752561,-0.277204264,0,2,Low Risk
3.716761741,0.302163,0.020564,0.147966644,0.351899565,0.048507,0.051502,0.306638,241.706,1.808,2.167,32.29859938,0.013088106,0.955883281,37.1902813,1.867437866,-0.490326048,1,2,Low Risk
1.547854523,0.617735,0.013865,0.246504353,0.363832474,0.029459,0.053552,0.143555,154.9963,0.9064,4.9557,27.01462375,0.006727878,0.719590171,18.25835853,0.981666554,0.144268996,1,2,Low Risk
2.820507079,0.519483,0.003625,0.174149083,-0.018211757,-0.055083,-0.124181,0.007111,-7.0087,39.648,6.758,54.93612539,0.026422192,0.279214087,-37.60111388,4.986596152,0.256914134,1,2,Low Risk
2.057299517,0.578772,0.013115,0.376616,-0.077941898,-0.081886,-0.211527,0.061079,22.7099,86.1662,10.2919,28.35212152,0.018095577,0.739529734,-7.851586354,1.438686921,-0.04884358,1,2,Low Risk
3.660523217,0.446166,0.009922,0.416430185,0.399499333,0.049319,0.059135,0.219676,29.173,12.5688,4.8211,51.63950932,0.014270894,0.0,60.28752848,3.530810435,-0.097115385,1,2,Low Risk
1.237582438,0.449271,0.006597,0.201007985,0.224952241,0.046178,0.052102,0.459716,88.7625,5.2306,3.9204,29.99693647,0.031883174,1.0,23.42378525,1.200029198,-0.325301677,0,2,Low Risk
3.048081406,0.52821,0.013933,0.306094771,0.221030449,0.043494,0.08313,0.44394,233.7035,2.2972,1.3219,39.1714518,0.007509978,0.521308763,51.36697708,4.472114845,-0.297192422,1,2,Low Risk
3.059541647,0.638935,0.01222,0.090153517,0.127873391,0.040165,0.074259,0.141755,148.9873,3.2083,4.4504,52.43315717,0.01193928,0.22452541,80.28420169,5.882402112,0.191863349,1,2,Low Risk
1.747266247,0.467545,0.017306,0.463723103,0.283389664,0.093969,0.102633,0.567553,282.207,570.465,0.7832,18.28392632,0.022293499,0.340340304,10.89897858,1.082047866,-0.043107405,0,2,Low Risk
2.565472141,0.783835,0.012293,0.083345126,0.155437762,0.037205,0.100692,0.115436,31.8892,2.9187,60.6193,42.23363401,0.013468679,0.736350099,24.8640766,2.570488691,-0.350033047,1,2,Low Risk
4.134566788,0.440305,0.012505,0.268232901,0.444025155,0.11257,0.136965,0.462241,194.9306,3.2723,3.1052,29.79365361,0.022898205,0.420895946,30.89054566,4.118089391,-0.367266681,1,2,Low Risk
1.453969122,0.728188,0.009616,0.407094582,0.295861775,0.039601,0.105839,0.106937,23.9864,10.2374,5.564,57.17898395,-0.002621054,0.344065903,23.43257812,2.410103146,-0.188608159,1,2,Low Risk
4.495317621,0.459762,0.014881,0.906412841,0.591957305,0.13199,0.20976,0.381974,86.2742,8.0714,3.3435,30.7804576,0.0272393,0.612025617,23.0692524,4.563107857,-0.365697444,1,2,Low Risk
0.743363299,0.89653,0.010472,0.117843767,0.048464103,0.033763,0.152822,0.153048,146.999,3.0617,3.545,53.25554637,0.005649,0.937805748,32.31108202,5.798570841,-0.232621802,1,2,Low Risk
2.056553351,0.57168,0.0087,0.203872163,0.300624088,0.047507,0.075298,0.108706,25.9284,17.7975,6.0507,25.15932824,0.027404893,0.0,29.55446282,2.236249267,-0.197746967,1,2,Low Risk
4.398559873,0.260186,0.021113,0.832608751,1.416284249,0.008952,0.01463,0.126482,96.0655,5.6133,3.0496,50.36293991,0.019733358,0.028900543,131.2132865,1.957753055,0.555903049,1,2,Low Risk
2.258628585,0.43902,0.011009,0.299852274,0.574523878,0.077016,0.097019,0.147415,13.2117,16.3639,9.3432,32.70920593,0.028749641,0.432530834,7.063182149,0.667807864,-0.258048861,1,2,Low Risk
3.125609492,0.649795,0.017087,0.24530457,0.162261889,0.094041,0.160717,0.440933,438.1336,0.9727,3.1847,34.60237677,0.0365384,0.693803808,41.48375383,5.60885883,-0.223953824,1,2,Low Risk
3.799401729,0.55989,0.013597,0.151910002,0.857083125,0.05475,0.07258,0.166713,61.4145,3.3337,5.9433,69.11658417,-0.004613832,0.0,73.79640758,5.341565746,0.041567696,1,2,Low Risk
1.811882664,0.7554,0.011038,0.245591024,-0.061484114,-0.02594,-0.300278,0.390323,167.5604,2.2358,1.6191,47.56636496,0.015108202,0.0,-25.00718667,6.195216805,-0.433107623,1,2,Low Risk
1.64741865,0.478645,0.010622,0.435445138,0.441010173,0.052867,0.05862,0.133336,7.8447,17.4494,12.5401,39.74999321,0.034560801,0.583783523,20.46651122,1.193150077,-0.485170934,1,2,Low Risk
0.899595067,0.689035,0.00392,0.079437286,0.168408204,0.042568,0.018973,0.130179,-3.596,23.9279,11.6734,44.2931157,0.043362998,0.403027845,76.37047346,1.60292476,0.004535316,0,2,Low Risk
1.50760264,0.660054,0.007047,0.241041667,0.252171908,0.034271,0.034181,0.154499,53.3254,17.608,5.6171,28.45023256,0.029464751,0.680990779,62.21706839,2.125421691,-0.390157281,1,2,Low Risk
1.730093244,0.446339,0.009738,0.356492598,-0.217511976,-0.089754,-0.14047,0.029833,48.2537,3.1409,6.7409,74.0384583,0.004741145,0.0,-11.04171878,1.541277418,-0.004158321,0,2,Low Risk
1.37437143,0.326325,0.059067,3.97377905,0.005436756,-0.023312,-0.050035,-0.005841,-102.1502,4467.7188,1243.5329,32.38155744,0.063120988,0.0,-19.93926379,0.988904155,-0.167430735,0,2,Low Risk
2.010252824,0.703679,0.005585,0.185814418,0.036383852,-0.020265,-0.118545,0.027257,3.3182,299.2672,18.2015,48.63085231,0.021021548,0.634780522,-40.9627747,4.67211442,0.67664011,1,2,Low Risk
1.864721049,0.458061,0.009932,0.201242454,0.121799166,0.000828,-0.025574,0.144641,131.6693,12.7435,1.9403,34.56276187,0.032601835,0.906170755,-88.19602082,2.33006952,0.089309878,1,2,Low Risk
2.300315016,0.757247,0.009682,0.256727486,0.434766177,0.078358,0.212637,0.120469,23.42,4.6584,10.57,53.3348247,0.021018059,0.776576273,25.63365208,5.343973575,-0.380713838,1,2,Low Risk
1.697049962,0.644013,0.012127,0.16861444,0.28400208,0.048349,0.07236,0.18171,460.3461,1.9203,0.9925,65.9624652,0.030036242,0.17675006,30.63114192,2.197439162,0.47833935,1,2,Low Risk
1.474675684,0.585447,0.011537,0.361900148,0.280081752,0.040747,0.068091,0.202885,149.8122,2.8311,2.9138,46.89479603,0.016373002,0.885728545,20.23381143,1.33476579,-0.545786972,1,2,Low Risk
2.293434041,0.689121,0.012676,0.293137107,0.306300801,0.043403,0.086786,0.077964,76.7888,5.2026,7.9118,29.317049,0.01782808,0.582424508,11.71975853,1.10759474,-0.067488644,1,2,Low Risk
2.99936581,0.60894,0.015195,0.424195892,0.168859246,0.041318,0.070478,0.036129,42.794,11.1038,9.5389,25.28833107,-0.003730644,0.461315752,21.28454009,1.600453353,-0.292437979,1,2,Low Risk
2.839526316,0.53452,0.010294,0.172667123,0.394240758,0.083782,0.12173,0.31601,54.1194,9.348,3.5234,40.32537726,0.024631553,0.477802268,19.94846902,2.480646761,-0.415460491,1,2,Low Risk
4.406764197,0.266104,0.02097,0.371452417,1.150165519,0.118254,0.122023,0.192728,84.2624,9.4306,4.7093,17.39770862,0.082939375,0.267310044,10.88025075,1.318624265,-0.283193571,1,2,Low Risk
4.477049739,0.426966,0.016553,0.627072801,0.667362871,0.056794,0.105636,0.23434,82.098,2.9043,4.3251,43.20615039,0.0182432,0.047575475,48.88948978,4.198279725,-0.250498005,1,2,Low Risk
2.580925951,0.556923,0.01596,0.398983269,0.498872123,0.076895,0.148607,0.238888,205.5611,4.127,1.7286,46.58268415,0.007819613,0.150278556,16.76946568,2.549046445,0.135130898,1,2,Low Risk
2.414794783,0.508261,0.018233,0.356200579,0.195112451,0.045725,0.068771,0.319612,143.7049,1.2969,5.5616,36.93206599,0.007729063,0.706901526,34.39807909,2.368984248,-0.338381143,1,2,Low Risk
4.623564314,0.49213,0.01158,0.28512396,0.230559693,0.03174,0.066304,0.267036,133.3496,4.1069,2.8418,46.51760005,0.025367279,0.237583703,113.5417345,7.43297834,1.43356335,1,2,Low Risk
1.560440793,0.834359,0.009564,0.240426646,0.129229195,0.013096,0.013124,0.100647,-14.7497,4.8122,7.5549,40.44104898,0.009167957,0.798314471,603.4153029,6.865119637,-0.325292651,1,2,Low Risk
0.005299421,0.719848,0.002598,0.128110286,0.107147788,0.027319,0.03377,-0.247075,-403.0093,2.1354,2.8615,63.49416326,0.033086691,0.5,159.0425359,6.763893604,0.337096133,0,2,Low Risk
3.829818937,0.354613,0.017091,0.504670532,0.429763968,0.040579,0.046103,0.257417,307.487,2.26,1.3285,50.7695624,0.021265978,0.609496117,69.98541587,2.583748273,-0.093478812,1,2,Low Risk
2.143494529,0.724193,0.005851,0.14062283,0.367536576,0.052576,0.090623,0.202465,52.0421,14.8461,3.0489,68.88169872,0.018698557,0.934620675,69.13252405,5.793903199,0.664639488,1,2,Low Risk
1.868854417,0.417984,0.03318,3.043890821,0.449613611,0.027965,0.018799,0.296473,-127.4573,30.9748,632.847,57.90826745,0.047793271,0.369189391,87.71759604,1.605984365,-0.192044404,0,2,Low Risk
2.501061899,0.462255,0.014016,0.407664836,0.228621599,0.016687,0.028906,0.096203,19.764,7.2503,12.6579,63.86243134,0.042815513,0.156947153,74.59963648,2.123128637,0.007531553,1,2,Low Risk
3.146039339,0.347266,0.013298,0.154703042,0.062852748,-0.013221,-0.026262,0.233987,319.4649,2.2198,1.5101,37.39774588,0.03701545,0.0,-92.82437815,2.396732264,-0.332554011,1,2,Low Risk
5.260729659,0.439851,0.016486,0.727833075,0.2546775,0.063624,0.073889,0.351017,174.5261,1.6845,3.2864,31.36049403,0.039725038,0.999863793,107.840394,11.4803471,0.062236084,0,2,Low Risk
1.87459166,0.311944,0.014322,0.532810392,3.800932394,0.074596,0.101408,0.13062,7.0018,608.7541,8.7036,34.87066709,0.021790031,1.0,9.677291982,0.94969285,-0.085714286,0,2,Low Risk
1.92363194,0.545969,0.013153,0.420419742,0.08286484,0.002502,-0.012259,0.076892,111.7671,4.4124,7.6382,53.34769067,0.008153796,0.0,-146.3939032,1.786102234,0.765304356,1,2,Low Risk
2.402411068,0.534481,0.007672,0.362132674,0.702622242,0.115122,0.173124,0.126996,10.803,376.5075,9.8767,36.99607494,0.017683286,0.484479212,6.179238655,0.983177186,-0.339090616,0,2,Low Risk
4.446079206,0.3964,0.019835,0.708118926,0.880269151,0.074656,0.10865,0.157083,41.1917,27.4815,5.86,78.82684727,0.018243312,0.453537819,29.1480473,3.103306902,0.60572059,1,2,Low Risk
6.416270862,0.33875,0.013235,0.230794209,0.584296378,0.127159,0.139398,0.34783,198.1567,56.8658,1.8247,58.95593398,0.025193437,0.855530782,34.23227813,4.824706215,0.332469775,1,2,Low Risk
4.413774353,0.660052,0.012142,0.133772248,0.298952913,0.031854,0.074538,0.207147,110.7506,3.6206,1.7458,93.91323639,0.009283711,0.177773744,167.1175606,12.86835925,2.011114361,1,2,Low Risk
2.005780987,0.607782,0.01264,0.210936007,0.26170265,0.070886,0.082913,0.304662,36.9725,5.9924,4.2592,34.32580456,0.023082972,0.241544921,31.7169764,2.643276426,-0.482305359,1,2,Low Risk
1.682164733,0.622005,0.014485,0.383520018,0.163180133,0.046237,0.104952,0.299236,17.6766,1.7536,7.327,34.20003274,0.003520425,0.168953096,17.79814888,1.918437958,-0.042877907,1,2,Low Risk
2.805785987,0.452871,0.015041,0.460554035,0.154726731,0.013303,0.01726,0.177817,161.9469,3.1659,2.8029,41.04782926,0.017591881,0.295823766,190.6484102,2.961864518,-0.011958014,1,2,Low Risk
1.530739661,0.694357,0.018394,0.38547404,0.07169214,0.024989,0.048877,0.156205,630.2511,737.1747,0.5222,71.40511946,0.010743373,0.554245995,38.27369484,1.96953404,0.317653455,0,2,Low Risk
4.85070003,0.607519,0.014146,0.201361904,0.26451998,0.062339,0.109617,0.075929,66.7353,4.1775,9.7911,84.25339794,0.030667671,0.021274238,65.4584192,5.675488278,2.174262735,1,2,Low Risk
5.083626399,0.526169,0.026566,0.75348967,0.16270221,0.058227,0.08424,0.033439,46.2416,22.6617,10.6966,37.23916423,0.024354619,0.0,29.43375343,3.00013365,-0.246303805,0,2,Low Risk
1.938586384,0.507444,0.01219,0.32978193,0.228277938,0.036433,0.020963,0.252598,138.4432,3.467,3.0201,43.20528232,0.026690959,0.548692553,116.8359001,2.140436662,-0.451471567,1,2,Low Risk
3.298499475,0.512029,0.016451,0.302489282,0.356250275,0.065045,0.091035,0.324837,275.5287,0.7962,3.315,79.35346349,0.019318926,0.720108239,52.52835922,5.352223423,0.139478408,1,2,Low Risk
2.506332732,0.411904,0.021795,0.198200976,0.228820703,0.075533,0.084807,0.348531,877.1512,9.4895,0.4226,41.11962934,0.047032051,0.364681685,12.81052047,1.084873881,-0.463680933,1,2,Low Risk
3.357680919,0.333285,0.009923,0.211504786,0.507575109,0.022913,0.026189,0.158153,55.8898,27.4864,6.3867,32.7658554,0.012491489,0.325795203,59.14216037,1.560609851,-0.27665272,1,2,Low Risk
8.459800344,0.312285,0.02842,1.026384448,0.428195708,0.072941,0.074153,0.404618,19.8377,4.8164,5.9712,12.10481187,0.024947368,0.344471724,96.04603652,5.809402149,0.019047619,0,2,Low Risk
1.186399301,0.531212,0.008902,0.203685551,0.148763191,0.013448,0.003952,0.105466,142.3712,4.848,2.1234,31.1816109,0.016157092,0.788839703,281.0863329,1.134652584,-0.116928447,1,2,Low Risk
5.086262179,0.445337,0.016761,0.394888768,9.481335557,0.062036,0.09813,0.195832,151.5136,5.535,2.8173,78.15575866,0.0077731,0.228719745,52.85704117,5.234025509,0.353095799,1,2,Low Risk
26.31429221,0.257262,0.024134,0.594750376,-2.572291043,-0.166971,-0.22046,0.257114,349.4448,4.8228,1.0886,88.28418324,0.008330077,0.406713503,-60.94667787,13.2702165,0.083079158,1,2,Low Risk
0.99477716,0.759463,0.009223,0.283093871,0.113918524,0.022843,0.050123,0.395422,107.4898,4.5482,2.8068,42.71242861,0.020237541,0.0,46.90893248,2.332896597,0.173626709,1,2,Low Risk
1.968003072,0.644886,0.01552,0.315229304,0.114338511,0.012247,0.03264,0.234083,738.5173,511.0256,0.4569,78.1225546,0.000805439,0.95616229,122.9828086,3.36315369,0.52957472,1,2,Low Risk
1.404822868,0.683817,0.011497,0.177831718,0.486460285,0.038435,0.068726,0.15116,133.3987,1.2984,6.3165,30.36511932,0.019337248,0.459717884,21.42535752,1.491680797,-0.174617462,1,2,Low Risk
3.547849509,0.266225,0.015837,0.305469826,0.61250664,0.019548,0.026136,0.206306,198.675,3.0953,2.5665,50.1825166,0.006964027,0.48824852,60.88668254,1.689758865,-0.194419762,1,2,Low Risk
3.607844201,0.300983,0.022402,0.635323982,0.88947101,0.100856,0.113694,0.190649,144.0333,13.1557,2.3733,43.26645701,0.01817658,0.581322272,10.62011405,1.183294356,0.275063422,1,2,Low Risk
