Stock code,Z-SCORE,Share pledge ratio of controlling shareholders,Pledge ratio of limited sale shares,Pledge ratio of unlimited shares,Stock Volatility,P/E ratio,P/B ratio,Stock price rise and fall in the last year,Annual turnover rate,ST,ROA,ROE,changes in net assets,changes in operating income,Gross profit margin on sales,Net business cycle (days),Turnover rate of accounts receivable (Times),Inventory turnover rate (Times),Total asset turnover rate (Times),Current ratio,Cash ratio,Asset liability ratio,Asset liability ratio (excluding advance receipts),Asset liability ratio (total liabilities - contract liabilities - advance receipts)/(total assets - goodwill - contract liabilities - advance receipts),Current liabilities/total liabilities,Monetary capital/short-term debt,EBITDA/interest bearing debt,EBIT interest cover,EBITDA interest cover,Net cash flow from operations has been negative for three consecutive years,Average cash income ratio in recent three years,Cash income ratio,Ratio of accounts receivable to operating income,Ratio of prepayments to operating income,Ratio of other receivables to total assets,Ratio of construction in progress to total assets,Minority shareholders' equity/owners' equity,The proportion of goodwill in total assets exceeds,Downgrade or negative,audit opinion ,"Company nature (state owned assets 0, others 1)",High deposit and loan of 90p,Company size (LN),Whether there are four major audits,Proportion of independent directors,Equity checks and balances (2-5 large/1 large),"Two positions in one (1 for the same, 0 for the different)",Equity concentration (the first largest shareholder),Total institutional shareholding ratio,Audit fee,Tobin Q,Debt financing costs,Enterprise age,Goodwill impairment ratio,Asset quality index,SG&A Expense,Number of key audit matters,Number of research institutions concerned,Number of research reports (+1 LN),Financial cycle m2/gdp,IsDefault
X00223,1.621917789,0.671733765,0.003550208,0.250749376,55.39457071,17.00164289,1.414801373,0.340846408,4.312230173,0,0.054611,0.084274,1.076584619,0.322448,0.305109,224.6659,2.3006,1.3609,0.3565,0.013244,0.249102851,0.505312,0.489596802,0.560977764,0.802825,0.761453505,0.365549482,8.4293,12.47914982,0,0.794805667,0.931855,0.478497611,0.063374384,0.020093843,0.052174767,0.027938489,0.123325911,0,0,1,0,4.395027275,1,0.333333333,0.477624279,0,0.3516,0.616384,135,1.169694023,0.012223031,8.791666667,-0.006484777,0.967370754,0.903124104,3,2.564949357,3.258096538,-0.064161221,0
X00224,21.45239938,0.426326105,0,0.124055224,78.41196598,32.32931881,9.132618719,1.48518245,16.20162392,0,0.266913,0.302212,1.257563646,1.05521,0.619927,453.6036,2.0222,0.9963,0.6373,0.037932,0.386878254,0.217873,0.208541967,0.213775402,0.901201,0.810075367,2.342408998,119.7511,125.6982522,0,0.920412667,0.965892,0.570308127,0.038225807,0.014341065,0.011311329,0.010949112,0.024192358,0,0,1,0,2.919667502,1,0.5,0.193313695,1,0.291,0.096188,106,7.02792068,0.012528198,12.86944444,0.038898347,0.345196112,0.646878861,2,2.48490665,3.258096538,0.048155337,0
X00225,2.873886482,0.853113834,0,0,35.09806393,24.13401204,2.890286545,-0.090039795,1.493050946,0,0.104747,0.144551,4.57117643,0.11243,0.157326,10.5018,42.198,15.8441,1.5195,0.009877,0.461301052,0.448494,0.423074514,0.436923311,0.825353,0.928402938,0.423059247,6.5899,10.4411563,0,0.990190667,0.937199,0.027590119,0.009662124,0.01819205,0.078508172,0.010459871,0.030299653,0,0,1,0,5.365913009,1,0.333333333,0.210157379,0,0.5245,0.67269,356.5,1.604207118,0.023959729,12.83055556,0.222403062,0.989591548,0.936418111,0,2.48490665,3.258096538,0.096386832,0
X00226,1.291738727,0.116860833,0,0.07061947,80.03044059,20.4119234,2.341112508,0.302766411,4.889956421,0,0.067605,0.094446,1.044026039,-0.059354,0.19962,-3.9898,15.3668,20.3542,0.8499,0.005883,0.298322505,0.729277,0.712264497,0.712264497,0.607915,0.641735297,0.233630721,2.7239,3.955526546,0,0.908496667,1.094434,0.056066901,0.025253037,0.01344593,0.094777996,0.16516782,0,0,0,0,0,5.994229484,1,0.363636364,0.0573177,0,0.6043,0.644128,210,1.149879523,0.035967517,17.41666667,0,1.182695307,0.851724037,1,2.397895273,3.258096538,0.048155337,0
X00227,9.974337939,0.22790168,0,0,54.40537726,47.91330886,5.251517859,-0.359596181,10.89954373,0,0.083536,0.109028,1.088724285,0.298811,0.457227,299.5463,1.2741,1.3754,0.3557,0.033809,1.638129684,0.268691,0.23054904,0.231012848,0.99187,9650.618415,0,0,0,0,1.112166,0.878145,0.94093856,0.008725246,0.011726231,0,-0.001473252,0.001908193,0,0,1,0,2.866543712,1,0.428571429,0.124871909,0,0.5137,0.249492,52,3.93784181,-0.020696636,1.688888889,0,0.991885187,0.94865766,0,2.397895273,3.258096538,0.096386832,0
X00228,6.258137249,0.120455735,0,0,61.85460003,65.69752235,5.685504077,0.882224598,5.097781806,0,0.07655,0.102664,1.631776026,0.303403,0.360297,341.8811,2.2945,1.3024,0.4528,0.016232,0.354383735,0.387091,0.330185042,0.372930031,0.940789,0.906461116,0.548673371,9.8885,11.60473415,0,1.171035,1.232059,0.471904218,0.10012913,0.025738223,0.016517593,0.024850242,0.104881572,0,0,1,0,3.508209646,1,0.333333333,0.81804182,0,0.3219,0.627358,60,3.669390792,0.019004109,8.930555556,0.275731086,1.458336157,0.994927379,0,2.197224577,3.258096538,0.077211433,0
X00229,41.23177599,0.231191767,0,0,47.85764185,43.79568464,6.489236507,-0.320752235,13.104848,0,0.153437,0.149598,1.112544381,-0.102543,0.432043,76.9699,17.0996,3.3915,0.4985,0.073849,4.741433312,0.085926,0.082833167,0.082854044,1,48.44837167,18.18457634,0,0,0,1.070239667,1.058985,0.060786737,0.02613196,0.004476308,0.004430338,0.016619163,0.000251119,0,0,1,0,2.874613899,1,0.375,0.169440937,0,0.3499,0.016598,88.6,5.667823314,-0.147036535,8.683333333,0,1.31999397,1.125387459,0,2.197224577,3.258096538,0.096386832,0
X00230,8.898064604,0.495550859,0,0,53.04718596,41.14207751,9.354381088,0.388363211,5.461008232,0,0.183332,0.237469,1.191023376,0.061789,0.783212,441.3984,7.2201,0.7519,0.6899,0.018836,0.831052531,0.361767,0.293805433,0.293805433,0.869902,12.63142897,6.987695377,0,0,0,1.022424,1.048503,0.145400102,0.038449441,0.014476479,0.094710575,0.269896729,0,0,0,0,0,3.641657317,1,0.333333333,0.359033877,0,0.2228,0.424796,70,4.507561067,-0.011088519,19.03611111,0,1.246226119,0.987526209,0,2.197224577,3.258096538,0.077211433,0
X00231,2.186618726,0.251905582,0,0.114655783,50.55045736,13.81533356,1.675935531,0.317356158,4.815992543,0,0.071478,0.124039,1.092850315,-0.370356,0.086276,35.6508,17.5362,12.3742,1.0348,0.011948,0.60282176,0.637047,0.635252568,0.639744327,0.727038,0.780445963,0.181737584,4.42,5.852904919,0,1.040325,1.044895,0.061455616,0.025466638,0.041197564,0.1425817,0.001875005,0.006986632,0,0,1,0,5.639203338,1,0.333333333,1.362712236,0,0.1973,0.552953,300,1.231599117,0.029487155,12.81944444,0,1.484254536,1.461069309,2,2.564949357,3.218875825,0.048155337,0
X00232,3.667407309,0.215829418,0,0.07982234,55.29082777,41.10903773,5.232351327,0.362150721,8.486873148,0,0.06943,0.109103,1.558910702,0.132025,0.284175,110.9477,5.006,2.6271,0.8422,0.015012,0.478836867,0.487877,0.486799363,0.492205187,0.858657,0.829635067,0.554218953,6.0674,13.00440545,0,0.646324,0.94001,0.230703799,0.010141002,0.016962375,0.061478304,0.033768859,0.010959801,0,0,1,0,4.914114208,1,0.428571429,0.263370433,0,0.3698,0.658676,205,2.299284107,0.040401981,10.33055556,0,1.216118764,1.117517886,3,2.48490665,3.218875825,0.048155337,0
X00233,61.47935245,0.129364254,0,0,105.4765858,360.2415587,16.89612866,1.409392966,8.314732201,0,0.050766,0.043027,1.399648605,0.116938,0.733174,311.8746,2.9776,1.6024,0.5022,0.070121,3.434832855,0.111796,0.110847512,0.127140763,0.665722,8.414765178,2.233489017,29.7291,42.63858006,0,1.021271667,1.069355,0.358131706,0.011031741,0.01369941,0.047729587,0.04446492,0.12801458,0,0,1,0,2.351394641,1,0.333333333,1.050228118,0,0.2152,0.544561,47,11.28910094,0.014609626,6.166666667,-0.090435864,0.775718711,1.062550121,0,2.48490665,3.218875825,0.077211433,0
X00234,2.217681275,0.287816299,0.193272425,0.015003495,36.56555203,39.40975905,2.176612048,-0.568949384,8.240325126,0,0.050834,0.06965,2.017565041,0.059307,0.203265,147.894,3.287,4.9778,0.4153,0.018895,1.184504494,0.445502,0.445139512,0.44543124,0.682087,1.494785278,0.156327669,3.5479,5.067443033,0,2.575864333,2.840793,0.280836358,0.012581732,0.011198191,0.023037996,0.190058663,0.000654507,0,0,1,0,4.939662899,1,0.428571429,1.454713175,0,0.125,0.174942,130,1.439081115,0.028653527,25.23333333,0.00238145,0.759358653,0.80375201,2,2.397895273,3.218875825,0.028940562,0
X00235,2.64583561,0.690984484,0.165590041,0.248644601,42.92205395,100.4033203,2.473728059,-0.181154241,4.028002867,0,0.018109,0.03465,2.10803123,0.287968,0.303449,110.6351,2.0327,9.1557,0.5679,0.020207,0.715027293,0.499417,0.491469999,0.491469999,0.762099,1.960088485,0.102580993,12.9971,22.40395208,1,0.660669667,0.616482,0.650035002,0.026895191,0.049696892,0.024616303,0.000827097,0,0,0,1,0,4.030337672,1,0.428571429,0.498711263,0,0.4312,0.565907,120,1.782531319,0.006481969,4.180555556,0,0.644204392,0.699320131,2,2.397895273,3.218875825,-0.06737798,0
X00236,8.453393908,0.037542291,0,0.015443506,25.44343582,16.61025932,1.832452075,0.295107898,2.204631235,0,0.103159,0.112351,1.081191009,0.005353,0.291328,51.0367,6.3383,7.9563,0.6991,0.038303,1.898568559,0.142466,0.136640235,0.136640235,0.896866,8.844139587,6.742686242,0,0,0,0.739199,0.70706,0.156737635,0.006556576,0.000765089,0.01226061,0.019499907,0,0,0,1,0,3.461249489,1,0.333333333,0.404454177,0,0.4106,0.303868,85,1.65169264,-0.005761441,8.755555556,0,1.060727998,1.059836991,2,2.197224577,3.218875825,-0.064161221,0
X00237,2.215332907,0.801311919,0,0,39.61609183,43.17665592,2.087987069,-0.200460473,4.564860814,0,0.039833,0.048468,1.036977442,0.568097,0.266873,285.5109,2.286,1.5474,0.2522,0.018929,0.284165096,0.437158,0.434189112,0.434210595,0.465486,0.630796592,0.271613269,3.4252,7.393190279,0,0.944199333,0.62176,0.519873082,0.048126023,0.010550427,0.054540731,0,4.92169E-05,0,0,1,0,3.872009854,1,0.333333333,0.538762176,0,0.3255,0.513243,60,1.594004328,0.02149112,8.841666667,0,1.39051806,0.657289667,0,2.197224577,3.218875825,0.096386832,0
X00238,1.249469189,0,0,0,62.6244342,25.58504796,1.912200873,0.637194989,13.7233122,0,0.033248,0.058803,1.34223767,0.018988,0.24867,812.0104,16.6034,0.4045,0.2355,0.021884,0.426878824,0.726055,0.673162814,0.673376126,0.516871,1.25969254,0.075166607,4.6838,5.590514579,0,0.972187,1.056451,0.066889053,0.79224131,0.009086777,0,0.164670971,0.000265516,0,0,1,0,5.976229152,1,0.333333333,0.411910621,0,0.2602,0.27734,225,1.030560659,0.010839533,16.53611111,0.000558761,0.706545275,1.037274889,0,1.945910149,3.218875825,0.077211433,0
X00239,1.99241504,0.488419777,0,0,42.61104944,44.95269669,3.744291264,0.421092121,11.65898398,0,0.059234,0.084742,1.096399994,0.372165,0.198962,212.7646,5.3841,2.134,0.5204,0.011499,0.220711333,0.645108,0.639734527,0.651802709,0.688907,0.335187668,0.164014331,2.8569,4.086090651,0,1.039092667,1.034957,0.217171837,0.075397708,0.022571146,0.04191664,0.047393143,0.018238927,0,0,1,0,5.404950242,1,0.333333333,0.932720111,1,0.1244,0.250034,260,1.878175852,0.03234115,7.941666667,0.00205395,0.733620404,1.069826523,2,2.772588722,3.17805383,0.017310869,0
X00240,20.61749414,0.059931534,0.011543168,0,67.02936613,57.4727123,8.528186804,0.411392604,14.78244636,0,0.141845,0.158145,1.182755664,0.388079,0.948504,16.1967,48.5863,11.238,0.9927,0.032149,2.873504939,0.221769,0.205299584,0.239396237,0.722097,9650.618415,2.443174581,585.1419,651.6310616,0,0.994743333,1.006941,0.024283898,0.015141438,0.013585671,0,-0.029107518,0.139475982,0,0,1,0,2.365006483,1,0.4,1.413659955,1,0.1926,0.264423,80,6.983976624,0.001010182,2.952777778,0.05262766,1.537109408,0.954356321,2,2.48490665,3.17805383,0.048155337,0
X00241,4.620854985,0.216459333,0,0.070108728,39.48405903,38.91679095,2.804223226,0.057337593,3.533172097,0,0.051808,0.070944,1.054497402,0.097509,0.454099,164.5324,2.0059,3.2009,0.4472,0.025769,0.943001224,0.317795,0.301346705,0.304561024,0.713576,30.89876035,0.858004597,0,0,0,0.930857333,0.997542,0.559101403,0.015193007,0.010227283,0.002784988,0.041424601,0.010305466,0,0,1,0,3.574793121,1,0.333333333,0.97318842,0,0.2802,0.326228,50,2.077247063,-0.01697851,10.37777778,0.000700324,1.112243371,1.000901497,2,2.397895273,3.17805383,-0.06737798,0
X00242,9.627571504,0,0,0,124.8334623,78.78938624,8.846371171,3.32480195,13.41902439,0,0.1118,0.150957,2.111191531,0.158667,0.372242,63.673,12.469,3.4944,1.4434,0.015599,0.525357375,0.396935,0.39106393,0.490079976,0.989336,7.467548295,4.093222829,47.0073,57.09359923,0,1.134474667,1.136914,0.091943383,0.038874456,0.006737165,0.000672536,0.032090199,0.200092658,0,0,1,0,3.637738058,0,0.333333333,1.076072811,0,0.3477,0.268777,140,5.382753773,0.004989976,0.688888889,0.332776685,1.281414478,1.024951832,0,2.397895273,3.17805383,0.077211433,0
X00243,7.052386914,0,0,0,42.61415598,51.52930112,5.016594744,0.108449059,2.517279561,0,0.076016,0.107669,1.312220637,0.407992,0.207549,89.8009,4.1613,3.6948,0.7682,0.021322,0.93850369,0.356177,0.346843777,0.347605019,0.988708,9650.618415,3509.13924,0,0,0,0.96038,0.870055,0.299972555,0.022275109,0.004641032,0.043228615,0.011189,0.00215867,0,0,1,0,3.615508714,1,0.333333333,0.616718468,1,0.2244,0.253179,50,3.477511454,-0.004783169,3.088888889,0.004399736,2.024270675,1.064764388,2,2.197224577,3.17805383,-0.06737798,0
X00244,16.41752514,0.644184909,0,0,93.87708625,160.3804137,22.64504589,2.289560484,7.872695112,0,0.055992,0.063869,3.370616425,0.465545,0.282044,28.0037,2.7848,4.6464,0.3624,0.027075,1.336361702,0.202109,0.195672857,0.257416922,0.941999,9650.618415,0,35.6105,39.03490763,1,0.617300667,0.732664,0.451267396,0.005854276,0.007663324,0.000366389,0.002202154,0.237940747,0,0,1,0,3.760130935,1,0.428571429,0.481694006,0,0.3578,0.262598,63,5.434550309,-0.034014984,5.425,0.95104244,1.042801033,0.967312183,0,2.197224577,3.17805383,0.077211433,0
X00245,16.38000362,0.865970859,0,0,96.33691012,198.897311,9.237645095,2.209158785,20.76030947,0,0.030387,0.042369,1.319156281,0.08614,0.365285,428.0351,1.1934,1.6407,0.2413,0.031057,1.456280975,0.215864,0.215374315,0.217032198,0.980701,2.343298569,0.286826634,6.3926,9.356953434,0,0.958664333,0.859967,0.909197049,0.048067541,0.010430387,0.068815314,0.055572468,0.007634114,0,0,1,0,2.38376572,1,0.428571429,1.249112665,0,0.2239,0.165983,45,5.757586303,0.032672341,3.416666667,0.01284291,0.814511345,1.095621567,0,1.945910149,3.17805383,0.077211433,0
X00246,6.020020886,0.389546477,0,0,54.74245155,32.95208643,4.893916567,0.409391534,8.085228152,0,0.123124,0.151776,1.111023952,0.205745,0.63673,128.5106,5.9714,3.6274,0.5594,0.011027,0.120415083,0.367266,0.359887133,0.505202483,0.953481,0.813674109,2.377833631,65.1307,77.0614956,0,0.890484333,0.868616,0.162551394,0.006770896,0.000998484,0.00631198,0.02295414,0.284321952,0,0,1,0,3.506766023,1,0.333333333,0.294478325,0,0.3192,0.104051,50,3.299866716,0.004359153,6.055555556,0.482351239,2.822008053,0.999771187,0,2.302585093,3.135494216,0.077211433,0
X00247,3.736758034,0.736260514,0,0,73.51969189,42.32738549,6.06183887,1.0350989,8.911464359,0,0.095668,0.14899,1.19388763,0.273331,0.173912,126.4813,1.8558,20.1185,1.1603,0.013782,0.198897472,0.624195,0.606623859,0.637501642,0.997917,0.679725871,0.470084317,7.7691,8.180888811,0,0.698276333,0.77685,0.621280665,0.010398589,0.021851611,0,0.06213238,0.046272093,0,0,0,0,4.233473934,1,0.333333333,1.448816943,1,0.2151,0.259416,120,2.683071074,0.019693373,10.58333333,0.094934352,1.350936871,1.25736855,0,2.302585093,3.135494216,0.077211433,0
X00248,6.323379844,0.17359464,0.085333595,0.00989517,60.24910618,44.68268879,6.334777124,0.82538928,7.772610635,0,0.110419,0.148836,1.179355576,0.352087,0.364445,109.9627,1.7821,6.7927,0.6823,0.018581,0.484616188,0.442559,0.43576324,0.43576324,0.908935,2.553278776,0.867589605,96.8564,105.1462295,0,0.823585,0.683832,0.714954256,0.03136403,0.007077412,0.018015714,0.011908561,0,0,0,1,0,2.514202444,1,0.363636364,2.097656559,1,0.1699,0.333712,50,3.845787489,0.003171119,2.527777778,0,0.760210387,0.780689065,1,2.079441542,3.135494216,-0.064161221,0
X00249,3.508814991,0.981789359,0,0.416956187,47.44617631,18.51026533,3.095110827,0.474661063,6.409398778,0,0.04863,0.170793,1.137365964,0.060413,0.040168,40.7251,11.0977,10.6096,3.1333,0.010375,0.177968101,0.851301,0.844296996,0.873240386,0.898782,0.390799163,0.110238712,3.2407,3.359831262,0,1.122954,1.136446,0.081089903,0.020755828,0.006223836,0.02481726,0.000622047,0.031653918,0,0,1,0,5.684290482,1,0.571428571,1.121741649,1,0.2366,0.342924,243,1.29259575,0.019575434,25.64444444,0,0.947235668,0.977555118,2,1.791759469,3.135494216,-0.064161221,0
X00250,14.54311776,0,0,0,53.99716403,36.47676583,4.508106747,0.273548387,17.78192919,0,0.124397,0.160933,2.058304893,0.193207,0.155981,33.5086,58.0921,6.5807,1.0644,0.034401,0.947741689,0.173169,0.170133464,0.170133464,0.995531,33.83803449,31.4276074,0,0,0,1.125337333,1.121564,0.021561766,0.000484048,0.026366329,0.012252963,0.000621171,0,0,0,1,0,3.212962184,1,0.428571429,1.262301385,1,0.2869,0.040193,60,3.776667771,-0.001923358,1.875,0,0.549476948,0.869235508,0,1.791759469,3.135494216,0.096386832,0
X00251,8.965706464,0,0,2.6367E-06,42.44204116,76.03137322,7.434241851,0.742674282,9.044741117,0,0.073326,0.101662,1.103089172,0.39537,0.357474,174.5781,2.8551,2.6675,0.5483,0.027216,0.771815869,0.382188,0.380831593,0.423738373,0.623926,4.24235386,0.91011667,178.0316,229.5701497,0,0.951388,0.895612,0.382898347,0.018166214,0.04134161,0.038645664,0.001081557,0.101035809,0,0,1,0,4.217515328,1,0.428571429,0.171590486,0,0.3639,0.455359,35,4.928093332,0.011211038,14.56944444,-0.031836026,0.879045326,0.762817391,3,2.708050201,3.091042453,-0.064161221,0
X00252,3.195474277,0.177442116,0,0.072476811,39.09954074,21.9740983,3.812306532,0.142371798,2.344992126,0,0.107314,0.178602,1.204521009,0.387407,0.268448,109.8256,6.5621,3.5029,0.7336,0.011331,0.216239177,0.529184,0.528013185,0.563831152,0.73307,0.630840581,0.433054328,18.306,23.2021377,0,0.655358,0.690222,0.167264075,0.017773004,0.004330522,0.219997851,0.040068012,0.063368452,0,0,1,0,4.021354854,1,0.363636364,1.834874061,0,0.1583,0.638876,110,2.174365512,0.015912222,4.95,0,1.121205681,0.866569484,2,2.564949357,3.091042453,-0.06737798,0
X00253,2.874642717,0.280044538,0,0.083054951,27.34215145,23.98083732,2.920515607,0.081164087,2.952192503,0,0.064702,0.125552,1.155460111,-0.022337,0.335219,58.6015,7.6528,3.5297,0.4832,0.013233,0.873653175,0.48451,0.469281552,0.494826338,0.986803,4.276137347,0.888684487,0,0,0,0.993620667,1.055868,0.118111984,0.010978762,0.051416194,0,0.088653587,0.050142461,0,0,1,0,4.808092506,1,0.4,0.259478565,1,0.2959,0.448203,275,1.837795738,-0.004730376,19.4,0.011251214,1.336256914,1.232673645,2,2.48490665,3.091042453,-0.064161221,0
X00254,2.815996819,0.330861949,0,0.144950459,32.0736554,33.12844133,2.18237048,-0.168298175,2.554188533,0,0.036235,0.06543,1.059846726,0.062672,0.170922,77.6144,5.8839,3.2356,0.928,0.015328,0.359521633,0.51487,0.437573762,0.509091749,0.983055,7.889429579,2.914051104,13.7611,17.49867252,0,1.042355667,1.042268,0.168468591,0.008803664,0.012116779,0,0.018661878,0.121174772,0,0,1,0,4.822030519,1,0.5,0.349079516,0,0.3976,0.548764,215,1.518141467,0.007082569,27.73055556,0,1.009188009,1.000466363,3,2.302585093,3.091042453,-0.06737798,0
X00255,5.831961763,0.150907431,0,0.072615199,40.15818633,16.02629303,3.918095572,-0.062486769,3.300600269,0,0.164147,0.254523,1.160735519,0.486106,0.406829,59.5687,13.2783,7.6724,0.9681,0.010323,0.444902317,0.38333,0.374585661,0.54905058,0.857833,0.882482737,0.997492248,39.7104,43.85693655,0,1.105872,1.09015,0.084766971,0.016544833,0.007530296,0.008649742,0.002423562,0.31331449,0,0,1,0,3.683673541,1,0.428571429,1.760713771,1,0.1743,0.150269,218,2.693840078,0.017803265,10.40555556,0,0.970911281,0.783781697,2,2.302585093,3.091042453,-0.06737798,0
X00256,8.990495498,0,0,0,93.87747451,44.6548069,5.324715679,1.314831685,12.56328251,0,0.096793,0.116459,1.097155572,-0.031037,0.477934,189.7792,4.7505,1.7215,0.7876,0.021901,0.489421163,0.293547,0.276366692,0.276366692,0.952463,4.162081606,3.648755768,0,0,0,1.09757,1.055254,0.260344802,0.019434643,0.028422251,0.004193399,0.002896122,0,0,0,1,0,2.984184974,1,0.363636364,0.7473104,0,0.3779,0.031917,70,3.802010454,-0.000732978,5.672222222,0,0.927919513,0.999002664,0,2.302585093,3.091042453,0.077211433,0
X00257,16.03728785,0.442681012,0,0.256852071,47.64992799,45.46732787,7.077620259,1.657527658,2.716612443,0,0.150557,0.153137,1.041479564,0.193862,0.682684,-77.1018,13.029,5.6274,0.589,0.016369,0.986267336,0.217961,0.207920611,0.207920611,0.885704,9650.618415,0,0,0,0,1.330085333,1.327469,0.080661746,0.008863021,0.007076873,0.03628672,0.001034414,0,0,0,1,0,3.243185626,1,0.428571429,0.45781771,1,0.4177,0.297803,180,5.548865661,-0.009770782,8.766666667,0,0.887497213,0.72173824,2,2.197224577,3.091042453,-0.064161221,0
X00258,1.513821419,0.46115395,0,0.215700476,59.84782873,8.582665067,2.248766988,1.259685519,4.823338709,0,0.126957,0.26521,1.205146958,0.643026,0.384075,-53.444,17.9875,9.9932,0.4369,0.004551,0.176498722,0.651976,0.645925238,0.647793197,0.699785,0.324223534,0.359249152,5.82,7.258466252,0,0.998476667,1.06893,0.07106109,0.007756214,0.00905998,0.126098109,-0.00732205,0.002834298,0,0,1,0,6.392062097,1,0.363636364,0.305122195,0,0.3241,0.610931,240,1.371135133,0.036272073,21.59722222,-9.47044E-05,0.941223142,0.6124898,2,1.791759469,3.091042453,-0.06737798,0
X00259,4.471397568,0,0,0,34.13328502,22.25587394,3.021986187,0.401430123,3.355486377,0,0.121392,0.192387,2.852214044,0.162357,0.500001,-97.0972,12.8212,15.445,0.2697,0.040971,3.423998077,0.357134,0.298616915,0.298623611,0.399521,9650.618415,15.55765782,0,0,0,1.090800667,1.007292,0.074040286,0.020987645,0.011561164,0.022055866,0.007524025,2.05497E-05,0,0,1,0,4.712797831,1,0.428571429,0.623890216,0,0.4848,0.548621,45,2.199991246,-0.037763747,18.925,9.11732E-05,0.970298262,0.967101559,1,1.791759469,3.091042453,0.017310869,0
X00260,2.326740722,1,0.020486937,0.191799255,33.14886415,21.54989403,1.304960023,-0.228525118,0.92948005,0,0.049722,0.061914,1.030493135,0.094187,0.13484,84.8584,5.4586,6.8771,1.1718,0.012588,0.17166997,0.539055,0.534697451,0.536686505,0.735272,0.251993669,0.20354885,2.7676,4.289635005,0,0.853853,0.825368,0.185145653,0.013528664,0.016406268,0.019823275,0.011556891,0.003671466,0,0,1,0,5.414342886,1,0.363636364,0.98522059,0,0.1879,0.17738,150,1.137799145,0.039585483,14.52222222,0.003435922,1.468048463,0.548503982,2,2.397895273,3.044522438,-0.059095742,0
X00261,3.76475204,0.197186758,0,0.034656609,42.72684273,10.39338635,1.522881596,0.319111113,4.189708331,0,0.117551,0.151605,1.147491696,0.249595,0.298265,126.3,1.9655,26.3657,0.8377,0.0205,0.334500125,0.348509,0.342239252,0.362863517,0.978469,19.56988582,41.11701903,0,0,0,0.722602,0.793743,0.570120044,0.00621543,0.006141203,0.008956247,0.022045267,0.056295781,0,0,1,0,3.795275816,1,0.333333333,0.79663617,1,0.1758,0.064468,102,1.288653553,-0.0002346,9.652777778,0,0.977967452,0.983683033,2,2.197224577,3.044522438,-0.064161221,0
X00262,3.343682965,0.265484734,0.023330875,0.154802087,30.25045699,26.20949877,2.684152448,0.045449583,1.012486573,0,0.072705,0.103548,1.096815658,0.466668,0.165472,148.7503,4.4846,4.0502,0.9497,0.016603,0.71458197,0.491882,0.454820927,0.45496064,0.975274,1.172269479,0.286318001,6.5447,8.119938995,0,1.099919333,1.11014,0.262788832,0.013338175,0.021125199,0.016272678,0.002306833,0.000286213,0,0,1,0,3.530135144,1,0.333333333,0.748249307,0,0.3326,0.617402,90,1.808431049,0.021133574,4.211111111,0,0.694613136,0.603317768,2,2.197224577,3.044522438,-0.059095742,0
X00263,1.410472493,0.974418157,0.564431825,0.063738681,72.2307563,22.16889045,3.710326474,1.61927413,15.64864685,0,0.084584,0.168145,0.9576956,-0.007071,0.228456,57.6343,5.1325,35.6053,0.4062,0.009514,0.399409001,0.708479,0.707448198,0.707849159,0.391372,0.876099517,0.295052251,2.8108,4.027323725,0,0.973125667,0.861518,0.225634546,0.020041815,0.014528874,0.023863611,0.224637404,0.000564454,0,0,1,0,5.61683138,1,0.333333333,0.225192006,0,0.5793,0.472934,168,1.517940206,0.045158177,17.48055556,0.000136371,1.02463904,1.234950792,2,2.079441542,3.044522438,-0.06737798,0
X00264,2.130279191,0.124507469,0,0.13290991,64.16296047,47.7023839,1.611509682,0.986517369,10.14951812,0,0.032339,0.034437,1.02499389,0.10149,0.151056,233.7707,11.6971,1.2407,0.4856,0.017027,0.146690168,0.465469,0.451316937,0.465687702,0.770518,0.294414356,0.206835628,3.0083,5.569182094,0,0.802501333,0.876103,0.093091296,0.019451568,0.034662588,0.01437011,0.004661054,0.03006326,0,0,0,0,5.103072347,1,0.5,1.397103092,0,0.2003,0.47512,135,1.329712068,0.023640004,17.6,-0.00250304,1.08077305,0.692923396,2,1.945910149,3.044522438,-0.06737798,0
X00265,1.26605785,0.138001539,0,0.120488685,40.20987028,16.09211535,2.241297849,-0.052747253,3.249518122,0,0.072488,0.13589,1.134023852,0.209845,0.312595,76.914,3.8078,6.3088,0.3715,0.01259,0.251277474,0.704881,0.703500722,0.703500722,0.292073,0.667300765,0.15710904,4.8884,6.956460774,0,1.025317333,0.873878,0.354040072,0.008845476,0.00742972,0.349933145,0.001716143,0,0,0,1,0,4.535620023,1,0.4,1.637268518,0,0.2577,0.307339,150,1.309330729,0.022295318,9.280555556,0,0.979934484,0.797791677,2,1.945910149,3.044522438,0.048155337,0
X00266,1.71901207,0.419541191,0,0.157248051,53.03772875,76.89411982,2.125966017,-0.277669271,7.040954734,0,0.00984,0.025398,0.997728463,0.032853,0.136772,30.1714,5.8951,4.5162,0.6059,0.01214,0.699115405,0.583444,0.5820932,0.5820932,0.951897,0.910161303,0.158406881,0,0,0,1.093960333,1.146496,0.177583878,0.002666462,0.002975581,0.014517203,0.014941048,0,0,0,1,0,4.17574887,1,0.333333333,0.237232811,0,0.3748,0.43929,135,1.38586308,-0.002887045,13.34166667,0,0.908141793,0.954362971,3,1.791759469,3.044522438,0.028940562,0
